Line,Score
"What if we moved the mirror while the light was en route, so conditions along its planned path were not what it “expected”?",0.0
"Instead, we simply describe light according to the path it takes, which

we call a ray.",0.0
We see things because light comes from them to our eyes.,0.0
"Objects that glow may send light directly to our eyes, but we see an object that doesn’t glow via light from another source that has been reflected by the object.",0.0
"In this situation, part of the light is reflected (bounces back) and part passes on into the new medium.",0.0
converted into heat.,0.0
"Draw a ray diagram showing why a small light source (a candle, say) produces sharper shadows than a large one (e.g.",0.0
a long fluorescent bulb).,0.0
2.,0.0
A Global Positioning System (GPS) receiver is a device that lets you figure out where you are by exchanging radio signals with satellites.,0.0
"It works by measuring the round-trip time for the signals, which is related to the distance between you and the satellite.",0.0
"By finding the ranges to several different satellites in this way, it can pin down your location in three dimensions to within a few meters.",0.0
3.,0.0
Estimate the frequency of an electromagnetic wave whose wavelength is similar in size to an atom (about a nm).,0.0
"Referring back to book 4, in what part of the electromagnetic spectrum would such a wave lie (infrared, gamma-rays,...)?",0.0
4.,0.0
5.,0.0
"The large figure shows a curved (parabolic) mirror, with three parallel light rays coming toward it.",0.0
"One ray is approaching along the mirror’s center line, (a) Trace the drawing accurately, and continue the light rays until they exit the diagram again on the right.",0.0
What do you notice?,0.0
"(b) Make up an example of a practical use for this device, (c) How could you use this mirror with a small lightbulb to produce a parallel beam of light rays going off to the right?",0.0
y A computerized answer check is available.,0.0
"24

Chapter 1 The Ray Model of Light





Breakfast Table, by Willem Claesz.",0.0
"de Heda, 17th century.",0.0
4).,0.0
This demonstrates that the image of your face in the mirror acts as if it had depth and existed in the space behind the mirror.,0.0
"In this chapter we will study the images formed by flat and curved mirrors on a qualitative, conceptual basis.",0.0
"Although this type of image is not as commonly encountered in everyday life as images formed by lenses, images formed by reflection are simpler to understand, so we discuss them first.",0.0
In chapter 3 we will turn to a more mathematical treatment of images made by reflection.,0.0
"25



2.1 A Virtual Image

We can understand a mirror image using a ray diagram.",0.0
"The figure shows several light rays, a, that originated by diffuse reflection at the person’s nose.",0.0
"They bounce off the mirror, producing new rays, b.",0.0
"To anyone whose eye is in the right position to get one of these rays, they appear to have come from a behind the mirror, c, where they would have originated from a single point.",0.0
This point is where the tip of the imageperson’s nose appears to be.,0.0
"A similar analysis applies to every other point on the person’s face, so it looks as though there was an entire face behind the mirror.",0.0
"The customary way of describing the situation requires some explanation:

Customary description in physics: There is an image of the face behind the mirror.",0.0
Translation: The pattern of rays coming from the mirror is exactly the same as it would be if there was a face behind the mirror.,0.0
Nothing is really behind the mirror.,0.0
"This is referred to as a virtual image, because the rays do not actually cross at the point behind the mirror.",0.0
They only appear to have originated there.,0.0
"Self-Check

Imagine that the person in figure (a) moves his face down quite a bit — a couple of feet in real life, or a few inches on this scale drawing.",0.0
Draw a new ray diagram.,0.0
Will there still be an image?,0.0
"If so, where is it visible from?",0.0
The geometry of specular reflection tells us that rays a and b are at equal angles to the normal (the imaginary perpendicular line piercing the mirror at the point of reflection).,0.0
"This means that ray b’s imaginary continuation, c, forms the same angle with the mirror as ray a.",0.0
The image therefore appears to be the same size as the actual face.,0.0
"Discussion Question

The figure shows an object that is off to one side of a mirror.",0.0
Draw a ray diagram.,0.0
Is an image formed?,0.0
"If so, where is it, and from which directions would it be visible?",0.0
"O



You should have found from your ray diagram that an image is still formed, and it has simply moved down the same distance as the real face.",0.0
"26

Chapter 2 Images by Reflection, Part I

2.2 Curved Mirrors



(b) An image formed by a curved mirror.",0.0
(c) The image is magnified by the same factor in depth and in its other dimensions.,0.0
"Because the mirror in figure (b) is curved, it tends to bend the rays back closer together than a flat mirror would.",0.0
It is an “inbending” mirror.,0.0
(You may hear this referred to by other people as a concave mirror.,0.0
The image therefore forms deeper behind the mirror.,0.0
This doesn’t just show that there is extra distance between the image-nose and the mirror; it also implies that the image itself is bigger from front to back.,0.0
It has been magnified in the front-to-back direction.,0.0
"This means that the image-head is simply a larger version of the real one, without any distortion.",0.0
"Note that we did explicitly specify whether the mirror was a sphere, a paraboloid, or some other shape.",0.0
"Section 2.2 Curved Mirrors

27

2.3 A Real Image

If we start by placing an object very close to the mirror, (d), and then move it farther and farther away, the image at first behaves as we would expect from our everyday experience with flat mirrors, receding deeper and deeper behind the mirror.",0.0
Here’s what’s happened.,0.0
"But when the object is sufficiently far away, (e), the mirror is only intercepting the rays that came out in a narrow cone, and it is able to bend these enough so that they will reconverge.",0.0
"Note that the rays shown in the figure, which both originated at the same point on the object, reunite when they cross.",0.0
"This type of image is called a real image, in contradistinction to the virtual images we’ve studied before.",0.0
"It sounds as though we are saying the image was an actual material object, which of course it is not.",0.0
"If a piece of paper is inserted in figure (e) at the location of the image, the image will be visible to someone looking at the paper from the left.",0.0
Your eye uses a lens to make a real image on the retina.,0.0
"Sketch another copy of the face in figure (e), even farther from the mirror, and draw a ray diagram.",0.0
What has happened to the location of the image?,0.0
"Self-Check

(d) A virtual image.",0.0
(e) A real image.,0.0
Increasing the distance from the face to the mirror has decreased the distance from the image to the mirror.,0.0
I his is the opposite of what happened with the virtual image.,0.0
"28

Chapter 2 Images by Reflection, Part I

2.4 Images of Images



(f) A Newtonian telescope being used with a camera.",0.0
(g) A Newtonian telescope being used for visual rather than photographic observing.,0.0
"In any series of optical elements (mirrors or lenses or both), each element works on the rays furnished by the previous element in exactly the same manner as if the image formed by the previous element was an actual object.",0.0
Figure (f) shows an example involving only mirrors.,0.0
"The Newtonian telescope, invented by Isaac Newton, consists of a large curved mirror, plus a second, flat mirror that brings the light out of the tube.",0.0
"(In very large telescopes, there may be enough room to put a camera or even a person inside the tube, in which case the second mirror is not needed.)",0.0
"The lens has been removed from the front of the camera body, and is not needed for this setup.",0.0
"Note that the two sample rays have been drawn parallel, because an astronomical telescope is used for viewing objects that are extremely far away.",0.0
This shows how pointless it would be to try to memorize lists of facts about what kinds of images are formed by various optical elements under various circumstances.,0.0
"If you are looking at the moon through this telescope, then the images I and V are much smaller than the actual moon.",0.0
"However, these images are very close to your eye compared to the actual moon.",0.0
The small size of the image has been more than compensated for by the shorter distance.,0.0
Describe the images that will be formed of you if you stand between two parallel mirrors.,0.0
B.,0.0
"Locate the images formed by two perpendicular mirrors, as in the figure.",0.0
C. Locate the images formed by the periscope.,0.0
A real image is one for which the rays actually cross at each point of the image.,0.0
"A virtual image, such as the one formed behind a flat mirror, is one for which the rays only appear to have crossed at a point on the image.",0.0
A real image can be projected onto a screen; a virtual one cannot.,0.0
A man is walking at 1.0 m/s directly towards a flat mirror.,0.0
At what speed is his separation from his image reducing?,0.0
2.,0.0
Test this experimentally and come up with an explanation for your observations.,0.0
3.,0.0
In this chapter we’ve only done ray examples of mirrors with hollowedout shapes (called concave mirrors).,0.0
"Now draw a ray diagram for a curved mirror that has a bulging outward shape (called a convex mirror), (a) How does the image’s distance from the mirror compare with the actual object’s distance from the mirror?",0.0
(b) Is the image real or virtual?,0.0
Could this mirror ever make the other type of image?,0.0
4.,0.0
"As discussed in question 3, there are two types of curved mirrors, concave and convex.",0.0
Make a list of all the possible combinations of types of images (virtual or real) with types of mirrors (concave and convex).,0.0
(Not all of the four combinations are physically possible.),0.0
5.,0.0
Explain.,0.0
"We expect the subject to be complex because there are so many cases: an inbending mirror forming a real image, an outbending lens that makes a virtual image, and so on for a total of six possibilities.",0.0
"33



3.1 A Real Image Formed by an In-Bending Mirror



r

do

Location of the image

We will now derive the equation for the location of a real image formed by an inbending mirror.",0.0
"We assume for simplicity that the mirror is spherical, but actually this isn’t a restrictive assumption, because any shallow, symmetric curve can be approximated by a sphere.",0.0
"Note that although this is only one possible case of image formation, you will not have to plod through more such derivations.",0.0
The equation will work in the other cases with a simple modification of plus and minus signs.,0.0
To locate the image we draw two rays emitted by the object and find where they cross.,0.0
Point C is the center of the complete sphere we would get by extending the mirror’s surface.,0.0
"For legibility I have drawn the figure with a very sharply curved mirror and the object and image quite close to it, but we’re really assuming a mirror with a shallow curve, in which case the distance from point A to the mirror becomes negligible, and we have

r ~ AC, d. ~ AI, and d ~ AO

1 o

We can relate these to the angles via trigonometry:

(2)

^ = tan 4ACR , - tan 4AIR , and ^ « tan 4AOR .",0.0
"(3)

AC d-, d „

We can simplify this by making use again of the assumption that the mirror is very shallow, and the triangles therefore very long and skinny.",0.0
"Under these circumstances, the small-angle approximation tan 0 ~ 0 applies (for 0 measured in radians).",0.0
If we decrease it?,0.0
"Straightforward algebra gives -i i-1 “■ - ■

Example: Interpretation of the focal length An inbending mirror can be used to cook food in locations where fuel and electricity are unavailable.",0.0
"The sun is essentially infinitely far away, do we have d0 = °° and 1/do=0, so d.=f.",0.0
The focal length can thus be interpreted as the location of an image formed by an object infinitely far away.,0.0
one that acts very different from a flat mirror.,0.0
"A mirror with shallow curvature has a long focal length, and reflects rays at angles not much different from those that woould be produced with a flat mirror.",0.0
"Self-Checks

(2) Suppose an object is placed at the center of the sphere made by extending the surface of the mirror.",0.0
What would you expect to happen based on a ray diagram?,0.0
How would you interpret this in relation to the equation for the position of the image?,0.0
(3) Suppose a lightbulb is placed at a distance of one focal length from an inbending mirror.,0.0
What will happen?,0.0
"The result is the same for a real image, and we omit the proof, which is very similar.",0.0
"In our new notation, the result is

(1) l he 1 id.",0.0
and Mdo terms have to add up to a fixed amount.,0.0
They will reconverge to form an image at the same location where the object is.,0.0
This effect can be observed with sound in a spherical room.,0.0
"(3) This is the same as the example of the sun-oven, but with all the rays reversed in time.",0.0
"An image of the lightbulb will be formed infinitely far away, i.e.",0.0
"the rays will all be reflected in the same direction, so that they never cross.",0.0
This is a searchlight.,0.0
What’s going on here?,0.0
Let’s look at a graph of d. as a function of fy.,0.0
The branch on the upper right corresponds to the case of a real image.,0.0
"Strictly speaking, this is the only part of the graph that we’ve proven corresponds to reality, since we never did any geometry for other cases, such as virtual images.",0.0
"As discussed in the self-check in the previous section, making do bigger causes d. to become smaller, and vice-versa.",0.0
A virtual image is produced on the far side of the mirror.,0.0
This is the first example of Wigner’s “unreasonable effectiveness of mathematics” that we have encountered in optics.,0.0
"36

Chapter 3 Images by Reflection, Part II

Self-Check

Interpret the three places where, in physically realistic parts of the graph, the graph approaches one of the dashed lines.",0.0
[This will come more naturally if you have learned the concept of limits in a math class.],0.0
"Example: A flat mirror

We can even apply the equation to a flat mirror.",0.0
"The planet Earth is so large, for example, that we cannot even perceive the curvature of its surface.",0.0
"To represent a flat mirror, we let the mirror’s radius of curvature, and its focal length, become infinite.",0.0
"Dividing by infinity gives zero, so we have

Md = -1/d ,

0 I ’

or

4,=-4 ■

If we interpret the minus sign as indicating a virtual image on the far side of the mirror from the object, this makes sense.",0.0
"It turns out that for any of the six possible combinations of real or virtual images formed by inbending or out-bending lenses or mirrors, we can apply an equation of the form

111

/ = d{ + d0 ’

with only a modification of plus or minus signs.",0.0
There are two possible approaches here.,0.0
"Of course one can always look such things up when they are needed, but the effect is to turn the whole thing into an exercise in blindly plugging numbers into formulas.",0.0
approaches infinity when do approaches f; interpretation: the rays just barely converge to the right of the mirror.,0.0
"On the far right, c/approaches fas c/o approaches infinity; this is the definition of the focal length.",0.0
"Rather than memorizing these signs, we start with the generic equation

i = ±1 ±J:

f d\ dQ

and then determine the signs by a two-step method that depends on ray diagrams.",0.0
"The method is as follows:

1.",0.0
Use ray diagrams to decide whether and dQ vary in the same way or in opposite ways.,0.0
"Based on this, decide whether the two signs in the equation are the same or opposite.",0.0
2.,0.0
"It is normally only physically possible for either d or d to be infinite, not both.",0.0
"If we imagine the case where that variable is infinite, then dividing by infinity gives zero, so the only term on the right side of the equation would be the one that has the other variable in it.",0.0
"38

Chapter 3 Images by Reflection, Part II





Example: An anti-shoplifting mirror Question: Convenience stores often install an out-bending mirror so that the clerk has a view of the whole store and can catch shoplifters.",0.0
"Use a ray diagram to show that the image is reduced, bringing more into the clerk’s field of view.",0.0
"If the focal length of the mirror is 3.0 m, and the mirror is 7.0 m from the farthest wall, how deep is the image of the store?",0.0
the image is actually reduced rather than magnified.,0.0
We now apply the method outlined above for determining the plus and minus signs.,0.0
Step 1: The object is the point on the opposite wall.,0.0
"There must be a cancellation of the effects of changing the two terms on the right in the same way, and the only way to get such a cancellation is if the two terms have opposite signs.",0.0
Figure (d) shows an attempt to make an image at infinity.,0.0
"(The image of the store is reduced by a factor of 2.1/7.0=0.3, i.e.",0.0
it is smaller by 70%.),0.0
"Now the only part of the mirror being used is the central portion, where its shape is virtually indistinguishable from a parabola (dashed line).",0.0
An imperfection or distortion in an image is called an aberration.,0.0
"There are two main types of aberration in curved mirrors, and these also occur with lenses.",0.0
The blurriness occurs because the rays do not all cross at exactly the same point.,0.0
"(2) An object on the axis of the lens or mirror may be imaged correctly, but off-axis objects may be out of focus.",0.0
"Either way, we are using a smaller portion of the lens or mirror whose curvature will be more shallow, thereby making the shallow-mirror (or thin-lens) approximation more accurate.",0.0
Your eye does this by narrowing down the pupil to a smaller hole.,0.0
"What I would suggest you take away from this discussion for the sake of your general scientific education is simply an understanding of what an aberration is, why it occurs, and how it can be reduced, not detailed facts about specific types of aberrations.",0.0
"The relationship between the locations of an object and its image formed by a lens or mirror can always be expressed by an equation of the form

1

f

±1 ±1

d j d0

The choice of plus and minus signs depends on whether we are dealing with a lens or a mirror, whether the lens or mirror is inbending or outbending, and whether the image is real or virtual.",0.0
"A method for determining the plus and minus signs is as follows:

1.",0.0
Use ray diagrams to decide whether d. and do vary in the same way or in opposite ways.,0.0
"Based on this, decide whether the two signs in the equation are the same or opposite.",0.0
2.,0.0
"It is normally only physically possible for either d. or d0 to be infinite, not both.",0.0
"If we imagine the case where that variable is infinite, then dividing by infinity gives zero, so the only term on the right side of the equation would be the one that has the other variable in it.",0.0
Apply the equation M=dldo to the case of a flat mirror.,0.0
2 S. Use the method described in the text to derive the equation relating object distance to image distance for the case of a virtual image produced by an inbending mirror.,0.0
3.,0.0
(You will need the result of the previous problem.),0.0
How would you interpret this?,0.0
(b*) Suppose a Newtonian telescope is being used for astronomical observing.,0.0
4.,0.0
5 ★.,0.0
The figure shows a device for constructing a realistic optical illusion.,0.0
Two mirrors of equal focal length are put against each other with their silvered surfaces facing inward.,0.0
A small object placed in the bottom of the cavity will have its image projected in the air above.,0.0
y A computerized answer check is available.,0.0
They ask people to imagine that they could trade one thing for another and ask which they would choose.,0.0
"Moses “had vision,” George Bush did not.",0.0
"In fact, the structure of an eye is fundamentally dictated by physics, and it has arisen separately by evolution somewhere between eight and 40 times, depending

43

4.1 Refraction



cornea-1

(a) The anatomy of the human eye.",0.0
"(After an uncopyrighted diagram by the National Eye Institute, NIH.)",0.0
(b) A simplified optical diagram of the eye.,0.0
Light rays are bent when they cross from the air into the eye.,0.0
on which biologist you ask.,0.0
We humans have a version of the eye that can be traced back to the evolution of a light-sensitive “eye spot” on the head of an ancient invertebrate.,0.0
"A sunken pit then developed so that the eye would only receive light from one direction, allowing the organism to tell where the light was coming from.",0.0
(Modern flatworms have this type of eye.),0.0
"Squids and other molluscs, whose eyes evolved on a separate branch of the evolutionary tree, have a more sensible arrangement, with the light-sensitive cells out in front.",0.0
This bending phenomenon is called refraction.,0.0
"The origin of the word is the same as that of the word “fracture,” i.e.",0.0
"the ray is bent or “broken.” (Keep in mind, however, that light rays are not physical objects that can really be “broken.”) Refraction occurs with all waves, not just light waves.",0.0
The rays are bent when they pass through the front surface of the eye.,0.0
"Rays that enter farther from the central axis are bent more, with the result that an image is formed on the retina.",0.0
"In the eye, however, the “screen” is inside the eye, so the rays are only refracted once, on entering the jelly, and never emerge again.",0.0
A common misconception is that the “lens” of the eye is what does the focusing.,0.0
"All the transparent parts of the eye are made of fairly similar stuff, so the dramatic change in medium is when a ray crosses from the air into the eye (at the outside surface of the cornea).",0.0
This is where nearly all the refraction takes place.,0.0
"The lens medium differs only slightly in its optical properties from the rest of the eye, so very little refraction occurs as light enters and exits the lens.",0.0
"The lens, whose shape is adjusted by muscles attached to it, is only meant for fine-tuning the focus to form images of near or far objects.",0.0
"44

Chapter 4 Refraction and Images

incident ray reflected ray



transmitted ray

(c) The incident, reflected, and refracted rays all lie in a plane that includes the normal (dashed line).",0.0
"\

medium 1 \





medium 2

e2\



(d) The angles 0, and 02 are related to each other, and also depend on the properties of the two media.",0.0
(e) Refraction has time-reversal symmetry.,0.0
"Regardless of whether the light is going in or out of the water, the relationship between the two angles is the same, and the ray is closer to the normal while in the water.",0.0
"Refractive properties of media

What are the rules governing refraction?",0.0
"If you try shooting a beam of light at the boundary between two substances, say water and air, you’ll find that regardless of the angle at which you send in the beam, the part of the beam in the water is always closer to the normal line, (d).",0.0
"Also, we find that if substance A has rays closer to normal than in B, and B has rays closer to normal than in C, then A has rays closer to normal than C. This means that we can rank-order all materials according to their refractive properties.",0.0
"In refraction across the interface

between vacuum and any other medium, the other medium has rays closer to the normal.",0.0
"• Denser substances usually, but not always, have rays closer to the

normal.",0.0
"For instance, any one of the data points in the graph would have sufficed to show that the constant was 1.3 for an air-water interface (taking air to be substance 1 and water to be substance 2).",0.0
"Snell further found that if media A and B gave a constant and media B and C gave a constant K , then refraction at an interface between A and C would be described by a constant equal to the product, Kac=KasKsq.",0.0
He chose to define vacuum as having n= 1.,0.0
"He also had to decide which way to define the ratio, and he chose to define it so that media with their rays closer to the normal would have larger indices of refraction.",0.0
A few indices of refraction are given in the front of the book.,0.0
[Answers on next page.],0.0
"o=—i—i—i—i—i—i—i—i—i

0 10 20 30 40 50 60 70 80 90

eair (degrees)

46

Chapter 4 Refraction and Images





Example

Question: A submarine shines its searchlight up toward the surface of the water.",0.0
What is the angle 0 shown in the figure?,0.0
Let’s call the air medium 1 and the water medium 2.,0.0
The angle a is therefore 50°.,0.0
"The index of refraction is related to the speed of light

What neither Snell nor Newton knew was that there is a very simple interpretation of the index of refraction.",0.0
Later experiments showed that the index of refraction of a medium was inversely proportional to the speed of light in that medium.,0.0
"Since c is defined as the speed of light in vacuum, and «= 1 is defined as the index of refraction of vacuum, we have

n = civ .",0.0
"[n = medium’s index of refraction, v = speed of

light in that medium, c=speed of light in a vacuum]



Many textbooks start with this as the definition of the index of refraction, although that approach makes the quantity’s name somewhat of a mystery, and leaves students wondering why civ was used rather than vie.",0.0
"A mechanical model of Snell’s law

Why should refraction be related to the speed of light?",0.0
"Suppose medium 2 is thick, sticky mud, which slows down the car.",0.0
"The car’s right wheel hits the mud first, causing the right side of the car to slow down.",0.0
This will cause the car to turn to the right until is moves far enough forward for the left wheel to cross into the mud.,0.0
"Of course, light isn’t a car.",0.0
"The whole thing is just a model, not a description of physical reality.",0.0
"(2) The graph is farthest from the diagonal when the angles are large, i.e.",0.0
"Section 4.1 Refraction

47





(a) Refraction of a water wave.",0.0
"The water in the upper left part of the tank is shallower, so the speed of the waves is slower there, and their wavelength is shorter.",0.0
The reflected part of the wave is also very faintly visible.,0.0
Retouched from an uncopyrighted PSSC College Physics photograph.,0.0
(b) A close-up view of what happens at the interface between the deeper medium and the shallower medium.,0.0
The dashed lines are normals to the interface.,0.0
"The two marked angles on the right side are both equal to 0V and the two on the left equal 02

A derivation of Snell’s law

However intuitively appealing the mechanical model may be, light is a wave, and we should be using wave models to describe refraction.",0.0
In fact Snell’s law can be derived quite simply from wave concepts.,0.0
"Eliminating h by dividing the equations, we find

sin0j A, | sin02 A2

The frequencies of the two waves must be equal or else they would get out of step, so by v=fk we know that their wavelengths are proportional to their velocities.",0.0
"Combining 'k,ozv with v°^lIn gives A°<l/« , so we find

sin0j n 2 sin02 n\

which is one form of Snell’s law.",0.0
"48

Chapter 4 Refraction and Images



Total internal reflection in a fiber-optic cable.",0.0
"Color and refraction

In general, the speed of light in a medium depends both on the medium and on the wavelength of the light.",0.0
Another way of saying it is that a medium’s index of refraction varies with wavelength.,0.0
This is why a prism can be used to split up a beam of white light into a rainbow.,0.0
Each wavelength of light is refracted through a different angle.,0.0
"How much light is reflected, and how much is transmitted?",0.0
"First, reflection happens only at the interface between two media, and two media with the same index of refraction act as if they were a single medium.",0.0
What can happen physically in such a situation?,0.0
"This phenomenon is known as total internal reflection, and is used in the fiber-optic cables that nowadays carry almost all long-distance telephone calls.",0.0
"The electrical signals from your phone travel to a switching center, where they are converted from electricity into light.",0.0
"From there, the light is sent across the country in a thin transparent fiber.",0.0
"If the fiber-optic cable is thick enough, one can see an image at one end of whatever the other end is pointed at.",0.0
"Section 4.1 Refraction

49





Discussion questions

A.",0.0
What index of refraction should a fish have in order to be invisible?,0.0
B.,0.0
Does a surgeon using an endoscope need a source of light inside the body cavity?,0.0
"If so, how could this be done without inserting a light bulb through the incision?",0.0
C. A denser sample of a gas has a higher index of refraction than a less dense sample (i.e.,0.0
D. The earth’s atmosphere gets thinner and thinner as you go higher in altitude.,0.0
"If a ray of light comes from a star that is below the zenith, what will happen to it as it comes into the earth’s atmosphere?",0.0
"E. Does total internal reflection occur when light in a denser medium encounters a less dense medium, or the other way around?",0.0
Or can it occur in either case?,0.0
"4.2 Lenses

Figures (a) and (b) show examples of lenses forming images.",0.0
"You already know how to construct and use ray diagrams, and you know about real and virtual images.",0.0
The definition of the focal length of a lens is the same as the one for a curved mirror: the location of an image formed of an object infinitely far away.,0.0
It’s really just a question of flexing your mental muscles on a few examples.,0.0
The following self-checks and discussion questions will get you started.,0.0
"Self-Checks

B(1) In figures (a) and (b), classify the images as real or virtual.",0.0
Consider the topmost ray in figure (a).,0.0
"Explain why the ray makes a slight left turn upon entering the lens, and another left turn when it exits.",0.0
"(3) If the flame in figure (b) was moved closer to the lens, what would happen to the location of the image?",0.0
(a) An inbending lens is making an image of a candle flame.,0.0
(b) Now an outbending lens is making an image of the flame.,0.0
"(1) In (a), the rays cross at the image, so it is real.",0.0
"In (b), the rays only appear to have come from the image point, so the image is virtual.",0.0
(2) A ray is always closer to the normal in the medium with the higher index of refraction.,0.0
"The first left turn makes the ray closer to the normal, as it should be in glass.",0.0
"The second left turn makes the ray farther from the normal, which is how it should be in air.",0.0
(3) Take the topmost ray as an example.,0.0
"Tracing backward to image, the steeper lines will meet closer to the lens.",0.0
"Discussion Questions

A.",0.0
"In figures (a) and (b), the front and back surfaces are parallel to each other at the center of the lens.",0.0
What will happen to a ray that enters near the center?,0.0
B.,0.0
Suppose you wanted to change the setup in figure (a) so that the location of the actual flame in the figure would instead be occupied by an image of a flame.,0.0
Where would you have to move the candle to achieve this?,0.0
What about in (b)?,0.0
Figure out what the third possibility is.,0.0
D. Classify the examples shown in figure (c) according to the types of images delineated in the previous discussion question.,0.0
"E. In figures (a) and (b), the only rays drawn were those that happened to enter the lenses.",0.0
Discuss this in relation to figure (c).,0.0
"F. In the right-hand side of figure (c), the image viewed through the lens is in focus, but the side of the rose that sticks out is not.",0.0
Why?,0.0
"G. In general, the index of refraction depends on the color of the light.",0.0
What effect would this have on images formed by lenses?,0.0
"Section 4.2 Lenses

51

4.3* The Lensmaker’s Equation

The focal length of a spherical mirror is simply r/2, but we cannot expect the focal length of a lens to be given by pure geometry, since it also depends on the index of refraction of the lens.",0.0
Suppose we have a lens whose front and back surfaces are both spherical.,0.0
"Then if the lens is immersed in a medium with an index of refraction of 1, its focal length is given approximately by

i -1

/'= (»-1) f

r\ r 2

This is known as the lensmaker’s equation.",0.0
"4.4* Refraction and the Principle of Least Time



We seen previously how the rules governing straight-line motion of light and reflection of light can be derived from the principle of least time.",0.0
What about refraction?,0.0
"In the figure, it is indeed plausible that the bending of the ray serves to minimize the time required to get from a point A to point B.",0.0
"If the ray followed the unbent path shown with a dashed line, it would have to travel a longer distance in the medium in which its speed is slower.",0.0
"By bending the correct amount, it can reduce the distance it has to cover in the slower medium without going too far out of its way.",0.0
The proof of this fact is left as an exercise.,0.0
"Together, refraction and reflection account for the basic principles behind nearly all optical devices.",0.0
"Snell discovered the equation for refraction,

rqsin 0!",0.0
Snell’s law can be proven based on the geometrical behavior of waves.,0.0
Here n is the index of refraction.,0.0
"Snell invented this quantity to describe the refractive properties of various substances, but it was later found to be related to the speed of light in the substance,

n = c/v ,

where c is the speed of light in a vacuum.",0.0
In general a material’s index of refraction is different for different wavelengths of light.,0.0
"As discussed in the third book of this series, any wave is partially transmitted and partially reflected at the boundary between two media in which its speeds are different.",0.0
This phenomenon is referred to as total internal reflection.,0.0
Suppose an inbending lens is constructed of a type of plastic whose index of refraction is less than that of water.,0.0
How will the lens’s behavior be different if it is placed underwater?,0.0
2.,0.0
"There are two main types of telescopes, refracting (using lenses) and reflecting (using mirrors).",0.0
"(Some telescopes use a mixture of the two types of elements: the light first encounters a large curved mirror, and then goes through an eyepiece that is a lens.)",0.0
"What would happen with white starlight, for example?",0.0
3.,0.0
"Based on Snell's law, explain why rays of light passing through the edges of an inbending lens are bent more than rays passing through parts closer to the center.",0.0
4.,0.0
"By changing the separation distance between lens and film, a camera can focus on subjects at a variety of distances.",0.0
Suppose the proper lensfilm separation for taking an in-focus picture of a distant object such as the moon is x.,0.0
Explain using diagrams.,0.0
5 ^.,0.0
(a) Light is being reflected diffusely from an object 1.000 m under water.,0.0
The light that comes up to the surface is refracted at the water-air interface.,0.0
"If the refracted rays all appear to come from the same point, then there will be a virtual image of the object in the water, above the object’s actual position, which will be visible to an observer above the water.",0.0
"Find the depth of the point at which the refracted parts of A and B appear to have intersected, and do the same for A and C. Show that the intersections are at nearly the same depth, but not quite.",0.0
[Check: The difference in depth should be about 4 cm.],0.0
"(b) Since all the refracted rays do not quite appear to have come from the same point, this is technically not a virtual image.",0.0
"In practical terms, what effect would this have on what you see?",0.0
"(c) In the case where the angles are all small, use algebra and trig to show that the refracted rays do appear to come from the same point, and find an equation for the depth of the virtual image.",0.0
y A computerized answer check is available.,0.0
6 ★ /.,0.0
"The drawing shows the anatomy of the human eye, at twice life size.",0.0
"Find the radius of curvature of the outer surface of the cornea by measurements on the figure, and then derive the focal length of the aircornea interface, where almost all the focusing of light occurs.",0.0
You will need to use physical reasoning to modify the lensmaker’s equation for the case where there is only a single refracting surface.,0.0
Assume that the index of refraction of the cornea is essentially that of water.,0.0
7.,0.0
8.,0.0
The figure shows four lenses.,0.0
Lens 1 has two spherical surfaces.,0.0
Lens 2 is the same as lens 1 but turned around.,0.0
"(a) A parallel beam of light enters lens 1 from the left, parallel to its axis.",0.0
"Reasoning based on Snell’s law, will the beam emerging from the lens be bent inward or outward, or will it remain parallel to the axis?",0.0
Explain your reasoning.,0.0
"(b) What will happen with lenses 2, 3, and 4?",0.0
Explain.,0.0
Drawings are not necessary.,0.0
9 *.,0.0
Prove that the principle of least time leads to Snell’s law.,0.0
10 y.,0.0
"If the lens is placed 80 cm from the rose, locate the image.",0.0
11 y.,0.0
"= ±i±i

f d\ do

(c) The images of the rose in section 4.2 were made using a

lens with a focal length of 23 cm.",0.0
"If the lens is placed 10 cm from the rose, locate the image.",0.0
12 y. Nearsighted people wear glasses whose lenses are outbending.,0.0
(a) Draw a ray diagram.,0.0
"5 Wave Optics

Electron microscopes can make images of individual atoms, but why will a visible-light microscope never be able to?",0.0
Why are computer chip manufacturers investing billions of dollars in equipment to etch chips with x-rays instead of visible light?,0.0
The answers to all of these questions have to do with the subject of wave optics.,0.0
Hardly ever have we explicitly made use of the fact that light is an electromagnetic wave.,0.0
We now turn to phenomena and devices that can only be understood using the wave model of light.,0.0
(b) This doesn’t happen.,0.0
Figures (a) and (b) were constructed as collages of uncopyrighted photos from PSSC College Physics.,0.0
"Diffraction can be used to find the structure of an unknown diffracting object: even if the object is too small to study with ordinary imaging, it may be possible to work backward from the diffraction pattern to learn about the object.",0.0
"In a telescope, for example, light waves are diffracted by all the parts of the instrument.",0.0
"This will cause the image of a star, for example, to appear fuzzy even when the focus has been adjusted correctly.",0.0
"First, the light might be a mixture of wavelengths.",0.0
"if the object is too small to see with a microscope), then we can pass the light through a colored filter before diffracting it.",0.0
"Different parts of the wave are out of step with each other, and the wave is referred to as incoherent.",0.0
