Line,Score
"“Life is a train of moods like a string of beads, and as we pass through them they prove to be many-colored lenses which paint the world their own hue, and each shows only what lies in its focus,” wrote Emerson.",-0.0772
"From her bed she asks him, If I remain paralyzed, how long will it take for my injury to feel like a normal part of my life?",-0.0772
But I am inclined to think that anyone who thinks or talks this way has simply never felt the pulsing of a pussy in serious need of fucking—a pulsing that communicates nothing less than the suckings and ejaculations of the heart.,-0.0772
"How often, in my private mind, have I choreographed ribbons of black and red in water, two serious ropes of heart and mind.",-0.0772
“As to the shortness of the book I am awfully sorry for it; but what can I do?” he wrote to his translator.,-0.0763
At times I fake my enthusiasm.,-0.0516
My friends all told me it smelled as bad there as it did in the last one but I found a heads-up penny on the threshold and anyway I don’t live there anymore.,-0.0516
To take a breath of water: does the thought panic or excite you?,-0.0516
"For better or worse, I do not think that writing changes things very much, if at all.",-0.0516
"One could leave it, too, as it is.—Yet how can I explain, that every time I put a pin in the balloon of it, the balloon seems to swell back up as soon as I turn away from it?",-0.0516
"One could leave it as it is, too.",-0.0516
"“All it replaces is the lack of God.” It does not necessarily follow, however, that if and when a substance vacates the spot (renunciation), God rushes in to fill it.",-0.0516
"From the start, however, its preciousness stemmed from a sort of misunderstanding: ancient peoples thought the shining veins in lapis lazuli were gold, when really they are iron pyrite: “fool’s gold.”

152.",-0.0498
And please don’t talk to me about “things as they are” being changed upon any “blue guitar.” What can be changed upon a blue guitar is not of interest here.,-0.0464
"When I see photos of these blue bowers, I feel so much desire that I wonder if I might have been born into the wrong species.",-0.0314
"It is not wise, nor does it promise any wisdom.",-0.0299
"I have been trying, for some time now, to find dignity in my loneliness.",-0.0258
"It might be worth noting here that both Warhol and Cornell could arguably be described, at least for periods of their lives, as celibate.",-0.0258
"Daily I think about moving the most vulnerable objects to a “cool, dark place,” but the truth is that I have little to no instinct for protection.",-0.0075
1.,0.0
Suppose I were to speak this as though it were a confession; suppose I shredded my napkin as we spoke.,0.0
It began slowly.,0.0
2.,0.0
3.,0.0
"A voluntary delusion, you might say.",0.0
"That each blue object could be a kind of burning bush, a secret code meant for a single agent, an X on a map too diffuse ever to be unfolded in entirety but that contains the knowable universe.",0.0
I will try to explain this.,0.0
4.,0.0
(This ought to arouse our suspicions.),0.0
5.,0.0
"But first, let us consider a sort of case in reverse.",0.0
"Eventually Mallarmé began replacing “le ciel” with “l’Azur” in his poems, in an effort to rinse references to the sky of religious connotations.",0.0
The half-circle of blinding turquoise ocean is this love’s primal scene.,0.0
To find oneself placed in their midst.,0.0
Choiceless.,0.0
I returned there yesterday and stood again upon the mountain.,0.0
7.,0.0
But to do what?,0.0
Liberate it?,0.0
Purchase it?,0.0
Ingest it?,0.0
"But while the color may sap appetite in the most literal sense, it feeds it in others.",0.0
But still you wouldn’t be accessing the blue of it.,0.0
Not exactly.,0.0
8.,0.0
9.,0.0
10.,0.0
Its muteness.,0.0
11.,0.0
12.,0.0
13.,0.0
"At a job interview at a university, three men sitting across from me at a table.",0.0
On my cv it says that I am currently working on a book about the color blue.,0.0
I have been saying this for years without writing a word.,0.0
"One of the men asks, Why blue?",0.0
People ask me this question often.,0.0
I never know how to respond.,0.0
We just don’t get to choose.,0.0
14.,0.0
15.,0.0
"I think of these people as my blue correspondents, whose job it is to send me blue reports from the field.",0.0
16.,0.0
17.,0.0
"But what goes on in you when you talk about color as if it were a cure, when you have not yet stated your disease.",0.0
18.,0.0
"Afterward, from the window of our room, I watched a blue tarp on a roof across the way flap in the wind.",0.0
"You slept, so it was my secret.",0.0
It was the only time I came.,0.0
It was essentially our lives.,0.0
19.,0.0
20.,0.0
Fucking leaves everything as it is.,0.0
For it cannot give it any foundation either.,0.0
It leaves everything as it is.,0.0
21.,0.0
"Afterward it was time for rough magic: to cast the spell I had to place each blue object (two marbles, a miniature feather, a shard of azure glass, a string of lapis) into my mouth, then hold them there while they discharged an unbearable milk.",0.0
22.,0.0
"Some things do change, however.",0.0
Perhaps she would not live.,0.0
"In the baby-shit yellow showers at my gym, where snow sometimes fluttered in through the cracked gated windows, I noticed that the yellow paint was peeling in spots, and a decent, industrial blue was trying to creep in.",0.0
"When I walked into my friend’s hospital room, her eyes were a piercing, pale blue and the only part of her body that could move.",0.0
So was she.,0.0
23.,0.0
He chose to write about color.,0.0
"“That which I am writing about so tediously, may be obvious to someone whose mind is less decrepit,” he wrote.",0.0
24.,0.0
25.,0.0
26.,0.0
"Could such a phenomenon be happening to me, with blue, by proxy?",0.0
"So what would it be a symptom of, to start seeing colors—or, more oddly, just one color—more acutely?",0.0
Mania?,0.0
Monomania?,0.0
Hypomania?,0.0
27.,0.0
28.,0.0
"I never said this out loud, but I thought it often.",0.0
29.,0.0
30.,0.0
31.,0.0
"Consider the case of Mr. Sidney Bradford, however, whose corneal opacities were grafted away at the age of fifty-two.",0.0
“What are all those / fuzzy-looking things out there?,0.0
/ Trees?,0.0
33.,0.0
34.,0.0
Acyanoblepsia: non-perception of blue.,0.0
"The expert on guppy menopause, whose office is across from mine at the Institute, tells me this.",0.0
"He says it has something to do with a protein in the penis that bears a similarity to a protein in the retina, but beyond that I cannot follow.",0.0
35.,0.0
Does the world look bluer from blue eyes?,0.0
"Probably not, but I choose to think so (self-aggrandizement).",0.0
36.,0.0
37.,0.0
38.,0.0
Does it have a heart?),0.0
"Think of a honeybee, for instance, flying into the folds of a poppy: it sees a gaping violet mouth, where we see an orange flower and assume that it’s orange, that we’re normal.",0.0
39.,0.0
"“If normally our perception of color involves ‘false consciousness,’ what is the right way to think of colors?” it asks.",0.0
"“In the case of color, unlike other cases,” it concludes, “false consciousness should be a cause for celebration.”

40.",0.0
"I am trying to talk about what blue means, or what it means to me, apart from meaning.",0.0
41.,0.0
"On the eve of the millennium, driving through the Valley of the Moon.",0.0
I thought.,0.0
42.,0.0
But how can it be?,0.0
How can it be?,0.0
Was I too blue for you.,0.0
Was I too blue.,0.0
I look down at my lecture notes: Heártbréak is a spondee.,0.0
43.,0.0
"Before a faculty meeting, talking again with the expert on guppy menopause.",0.0
"What do biologists make of the question, Does color exist?",0.0
I ask.,0.0
"Duh, he says.",0.0
I ask.,0.0
"No, he admits.",0.0
The male guppy simply is orange.,0.0
Why orange?,0.0
I ask.,0.0
He shrugs.,0.0
"In the face of some questions, he says, biologists can only vacate the field.",0.0
44.,0.0
45.,0.0
She presses me to say why; I can’t answer.,0.0
46.,0.0
"Disavowal, says the silence.",0.0
47.,0.0
"I wonder, as I steer my car through the forest of gargantuan billboards, ghostly palm trees, and light-flattened boulevards that have become my life.",0.0
48.,0.0
49.,0.0
"There is a color inside of the fucking, but it is not blue.",0.0
50.,0.0
"And literally prodding: in his zeal, in the “dark chamber” of his room at Trinity College, Newton at times took to sticking iron rods or sticks in his eyes to produce then analyze his perceptions of color.",0.0
(That’s the spirit!),0.0
51.,0.0
52.,0.0
"Try, if you can, not to talk as if colors emanated from a single physical phenomenon.",0.0
"Keep in mind the effects of all the various surfaces, volumes, light-sources, films, expanses, degrees of solidity, solubility, temperature, elasticity, on color.",0.0
"Think of an object’s capacity to emit, reflect, absorb, transmit, or scatter light; think of “the operation of light on a feather.” Ask yourself, what is the color of a puddle?",0.0
"Fifteen days after we are born, we begin to discriminate between colors.",0.0
This is how we “get around” in the world.,0.0
53.,0.0
“We mainly suppose the experiential quality to be an intrinsic quality of the physical object”—this is the so-called systematic illusion of color.,0.0
But I am not willing to go there—not just yet.,0.0
I believed in you.,0.0
54.,0.0
"Long before either wave or particle, some (Pythagoras, Euclid, Hipparchus) thought that our eyes emitted some kind of substance that illuminated, or “felt,” what we saw.",0.0
"Plato split the difference, and postulated that a “visual fire” burns between our eyes and that which they behold.",0.0
55.,0.0
"An “abortion of the mind, this purity” (W. C. Williams).",0.0
56.,0.0
57.,0.0
58.,0.0
59.,0.0
"And we have not yet heard enough, if anything, about the female gaze.",0.0
"About the scorch of it, with the eyes staying in the head.",0.0
60.,0.0
61.,0.0
"This is puritanism, not eros.",0.0
63.,0.0
64.,0.0
"It was around this time that I was planning to travel to many famously blue places: ancient indigo and woad production sites, the Chartres Cathedral, the Isle of Skye, the lapis mines of Afghanistan, the Scrovegni Chapel, Morocco, Crete.",0.0
"I made a map, I used colored pins, etc.",0.0
"In one application, written and sent late at night to a conservative Ivy League university, I described myself and my project as heathen, hedonistic, and horny.",0.0
I never got any funding.,0.0
My blues stayed local.,0.0
65.,0.0
The instructions printed on the blue junk’s wrapper: Wrap Blue in cloth.,0.0
Stir while squeezing the Blue in the last rinsing water.,0.0
Dip articles separately for a short time; keep them moving.,0.0
66.,0.0
"Noli me tangere, it said, as some blues do.",0.0
I left it on the ground.,0.0
67.,0.0
A male satin bowerbird would not have left it there.,0.0
68.,0.0
"After building his bower, the satin bowerbird makes a stage nearby out of shiny yellow grass, upon which he will sing and dance for passing females.",0.0
Each female mates only once.,0.0
69.,0.0
70.,0.0
71.,0.0
72.,0.0
"But sometimes I do feel its presence to be a sort of wink—Here you are again, it says, and so am I.",0.0
73.,0.0
"At times I have done all of these things, but not in service of science, nor of philosophy, not even of poetry.",0.0
75.,0.0
76.,0.0
"At one point in history, to approximate the color of ultramarine, which comes from lapis, which for quite some time was available in only one mine, in what we now call Afghanistan—Sar-e-Sang, the Place of the Stone—and had to be journeyed out via hundreds of miles of treacherous trade roads, Westerners would churn up cheaper pigments with blood and copper.",0.0
Generally speaking we don’t do this anymore.,0.0
We don’t store our oils in the bladders of pigs.,0.0
We go to the store.,0.0
We Google the word.,0.0
He has posted a photograph to prove it.,0.0
77.,0.0
is not our planet in the Milky Way?” (Thoreau).,0.0
78.,0.0
"I had come all this way, and I could barely look.",0.0
"“From the mountain you see the mountain,”wrote Emerson.",0.0
79.,0.0
80.,0.0
"What I know: when I met you, a blue rush began.",0.0
82.,0.0
"I have made efforts, however fitful, to live within other beads.",0.0
I painted everything with it.,0.0
83.,0.0
I tried to go with the theme: I bought a yellow journal.,0.0
84.,0.0
I looked at dozens of apartments and when I entered the hallway of the one I moved into next I knew I could live there because it was cheap and the hallway was baby blue.,0.0
85.,0.0
"One afternoon in 2006, at a bookstore in Los Angeles.",0.0
I pick up a book called The Deepest Blue.,0.0
I quickly return it to its shelf.,0.0
"Eight months later, I order the book online.",0.0
"The implication of the title is that men get blue, but women get the deepest blue.",0.0
"Men always say “11,” he said.",0.0
"I didn’t believe him, but I supposed he might know.",0.0
87.,0.0
"At any rate, would that it were so.",0.0
88.,0.0
"It’s not “me.”

89.",0.0
As if we could scrape the color off the iris and still see.,0.0
90.,0.0
I watched it happen in the mirror.,0.0
91.,0.0
(Can a reflection be a witness?,0.0
Can one pass oneself the sponge wet with vinegar from a reed?),0.0
93.,0.0
This is the disease talking.,0.0
"This is the deepest blue, talking, talking, always talking to you.",0.0
95.,0.0
96.,0.0
97.,0.0
I wanted the necklace.,0.0
98.,0.0
99.,0.0
"At least five years, he told her.",0.0
"As of next month, she will be at three.",0.0
100.,0.0
101.,0.0
102.,0.0
103.,0.0
"In my mind’s eye, I imagine it as an invisible jacket of burn hovering between us.",0.0
104.,0.0
105.,0.0
106.,0.0
"When I first heard of the cyanometer, I imagined a complicated machine with dials, cranks, and knobs.",0.0
107.,0.0
Many people do not think the writing of Gertrude Stein “means” anything.,0.0
Perhaps it does not.,0.0
108.,0.0
"Think, for example, of Leonard Cohen’s “famous blue raincoat,” whose principal attribute is that it is “torn at the shoulder.” Perhaps it is even the tear that makes it famous.",0.0
"But really this is very strange—as if blue not only had a heart, but also a mind.",0.0
109.,0.0
"Their blue is the blue of skim milk, their smoothness that of a baby’s.",0.0
"Often we examine parts of her body together, as if their paralysis had rendered them objects of inquiry independent of us both.",0.0
But they are still hers.,0.0
110.,0.0
“Why is there a single piece of any color .,0.0
.,0.0
.,0.0
"I worked in this restaurant for ten-hour shifts, from 4 p.m. to 2 a.m., sometimes later.",0.0
The restaurant was incredibly orange.,0.0
"But now I realize that it was more likely the result of spending ten hours or more staring at saturated orange, blue’s spectral opposite.",0.0
"This is a simple story, but it spooks me, insofar as it reminds me that the eye is simply a recorder, with or without our will.",0.0
Perhaps the same could be said of the heart.,0.0
112.,0.0
.,0.0
.,0.0
All that beacon was covered in gold .,0.0
.,0.0
.,0.0
.,0.0
.,0.0
I will relay only this: “What is on the other side of gold is the same as what is on this side” (John Berger); I’m tempted to think this disqualifies it.,0.0
"The red of the dreamer’s wrongdoing, however, appears nonnegotiable.",0.0
113.,0.0
"Afterward he longs to see the blue flower in “real life.” “I can’t get rid of the idea,” he says.",0.0
L’Azur!,0.0
l’Azur!,0.0
l’Azur!,0.0
114.,0.0
115.,0.0
116.,0.0
"One of the last times you came to see me, you were wearing a pale blue button-down shirt, short-sleeved.",0.0
"I wore this for you, you said.",0.0
It seemed unwise to contemplate this statement any further.,0.0
117.,0.0
Not long after that afternoon I came across a photograph of you with this woman.,0.0
You were wearing the shirt.,0.0
"How ghastly, she said.",0.0
119.,0.0
The difference is that these days it is nearly impossible to discount her pronouncements.,0.0
"Something about her condition has bestowed upon her the quality of an oracle, perhaps because now she generally stays in one place, and one must go unto her.",0.0
It has a morbid heart.,0.0
120.,0.0
121.,0.0
122.,0.0
“Truth.,0.0
123.,0.0
Such terms have never meant very much to me.,0.0
124.,0.0
126.,0.0
This is especially so when one starts to get the sense—however dim—that there might in fact be a way to unloose oneself from the wheel.,0.0
127.,0.0
Ask yourself: what is the color of a jacaranda tree in bloom?,0.0
128.,0.0
129.,0.0
I don’t know how the jacarandas will make me feel next year.,0.0
130.,0.0
We cannot read it.,0.0
131.,0.0
"How can I tell her that not trying has become the whole point, the whole plan?",0.0
132.,0.0
"Think of it as an act of civil disobedience, he says.",0.0
Let the police peel you up.,0.0
133.,0.0
134.,0.0
I have long imagined death’s approach as the swell of a wave—a towering wall of blue.,0.0
Any river will do.,0.0
135.,0.0
"“Productive,” even (the perennial consolation!).",0.0
136.,0.0
"I think, shoving the book back on the shelf.",0.0
137.,0.0
138.,0.0
139.,0.0
“Memory is blue in the head?,0.0
140.,0.0
The journey is long and rough and invariably involves much jostling by camels.,0.0
"When I arrive, a tribe of men opens the box under a hot desert sun, and out spills my small body.",0.0
141.,0.0
"I have also imagined my life ending, or simply evaporating, by being subsumed into a tribe of blue people.",0.0
"I dreamed of these blue people as a child, long before I knew that such people actually existed.",0.0
I know that it bears all the marks of an unforgivable exoticism.,0.0
"To seek these far-off blue places is, for Eberhardt, to seek oblivion.",0.0
"And to seek oblivion is, for Eberhardt, to be a smoker of kif.",0.0
"“An open wound,” she describes a den of kif.",0.0
145.,0.0
146.,0.0
"“When a woman drinks it’s as if an animal were drinking, or a child,” Marguerite Duras once wrote.",0.0
"“It’s a slur on the divine in our nature.” In Crack Wars, Avital Ronell refers to Duras’s works as “alchoholizations”—as saturated, so to speak, with the substance.",0.0
"Could one imagine a book similarly saturated, but with color?",0.0
How could one tell the difference?,0.0
147.,0.0
"“Rather than your face as a young woman, I prefer your face as it is now.",0.0
148.,0.0
They are desert nomads who were famously unwilling to be converted to Islam: thus their name.,0.0
It should be noted that the Tuareg do not call themselves Tuareg.,0.0
Nor do they call themselves the blue people.,0.0
"They call themselves Imohag, which means “free men.”

150.",0.0
He wanted both out of the republic.,0.0
"He called painters “mixers and grinders of multi-colored drugs,” and color itself a form of pharmakon.",0.0
151.,0.0
"Ultramarine is not, of course, holy in and of itself.",0.0
(What is?),0.0
So first it had to be made expensive.,0.0
"Blue does, however, always have a place at the carnival.",0.0
153.,0.0
"The only exception was Holland, which, for inscrutable reasons, wanted a murky, rainbow-hued abstraction.",0.0
154.,0.0
etc.,0.0
(Is writing spared this phenomenon?),0.0
155.,0.0
156.,0.0
"Yet every time I try to explain it to someone or remember it to myself, it eludes me.",0.0
157.,0.0
158.,0.0
: the chain of syllogisms goes on and on.,0.0
159.,0.0
160.,0.0
"(As if one knew once, then forgot?",0.0
But what did one know?),0.0
161.,0.0
"So, I think, did Wittgenstein.",0.0
"“Explanations come to an end somewhere,” he wrote.",0.0
162.,0.0
163.,0.0
Why blue?,0.0
"In the Gospel accounts of the Transfiguration—ground zero, as it were, for the onset of this “bright cloud” of agnosia—the cloud is shadow, Jesus’s raiment a “glistering” white.",0.0
"Yet for the past two thousand years, in mosaic after mosaic, painting after painting, Jesus stands transfigured before his witnesses in the mouth of a glowing blue mandorla—a blue almond, or vesica piscus, the shape that, in pagan times, unabashedly symbolized Venus and the vulva.",0.0
164.,0.0
But I do feel that its color is right.,0.0
It is pharmakon.,0.0
It radiates.,0.0
165.,0.0
"As the digital age steamrolls ahead, most films are being rapidly digitized.",0.0
They say they have to act fast.,0.0
"I do not know what they will do with their collection, or what form, exactly, “fallen-out”blues will take.",0.0
I imagine it will be a sort of muddle.,0.0
166.,0.0
"The 1939 film The Women was shot entirely in black and white, with the exception of one Technicolor sequence—a fashion show—which was literally detachable from the rest of the film.",0.0
"Could one imagine a book that functioned similarly, albeit in reverse—a kind of optional, black-and-white appendage to a larger body of blue (e.g., “the blue planet”)?",0.0
167.,0.0
I don’t go to the movies anymore.,0.0
"“We have become filmic language, and when we look at the screen all we see is ourselves.",0.0
So what is there to fall into or be consumed by?,0.0
“I think both the theater and we ourselves have had enough of psychology” (Artaud).,0.0
168.,0.0
"Cézanne, too, had had enough of psychology.",0.0
"He attended, instead, to color.",0.0
"“If I paint all the little blues and all the little browns, I capture and convey his glance,” he said of painting a man’s face.",0.0
169.,0.0
170.,0.0
"Cornell was a gatherer, not an owner.",0.0
"“Day / and I gathered fragments of blue dense,” he wrote in an undated scribble.",0.0
171.,0.0
"When one begins to gather “fragments of blue dense,” one might think one is paying tribute to the blue wholes from which they came.",0.0
172.,0.0
"“I’d always wanted to do a movie that was pure fucking, nothing else,” Warhol said, and in October of 1968, he did.",0.0
173.,0.0
"In July of 1969, Blue Movie was seized by the police for obscenity, and was then not screened publicly for years.",0.0
174.,0.0
Mallarmé might have felt otherwise.,0.0
175.,0.0
.,0.0
.,0.0
"It should be hidden.”

Louis: “You can’t see it.”

Viva: “Well, it should be hidden.”

176.",0.0
They are not the stars—their orifices are.,0.0
Let them open.,0.0
177.,0.0
I wrote it because I had something to say to you.,0.0
178.,0.0
179.,0.0
"At first glance, this same question for a woman might appear more “tucked away” (pussy-as-absence, pussy-as-lack: out of sight, out of mind).",0.0
180.,0.0
But I will say this: the other night I dreamed of visiting her in her forest.,0.0
She wasn’t a deity—it was just that I had sought her and was now her guest.,0.0
The forest was translucent.,0.0
We talked.,0.0
"And this forest where we’re sitting, it doesn’t really exist.",0.0
181.,0.0
It holds both in the bowl.,0.0
"In the dialogues Plato uses the word to refer to everything from an illness, its cause, its cure, a recipe, a charm, a substance, a spell, artificial color, and paint.",0.0
"In the Phaedrus, the written word is also notoriously called pharmakon.",0.0
183.,0.0
"For the most part, I think it leaves everything as it is.",0.0
What does your poetry do?—I guess it gives a kind of blue rinse to the language (John Ashbery).,0.0
184.,0.0
"Writing is, in fact, an astonishing equalizer.",0.0
"But now that they have been shuffled around countless times—now that they have been made to appear, at long last, running forward as one river—how could either of us tell the difference?",0.0
185.,0.0
186.,0.0
"It was in an effort to puncture precisely this sort of embellishment that the French poet Guillaume Apollinaire opted to call his 1913 book of poems not L’eau de vie, but the more precise, much “cooler,” Alcools.",0.0
More precise.,0.0
188.,0.0
189.,0.0
The ink and the blood in the turquoise water: these are the colors inside the fucking.,0.0
190.,0.0
What’s past is past.,0.0
191.,0.0
"“If anyone looks at the sun, he may retain the image in his eyes for several days,” Goethe wrote.",0.0
“Boyle relates an image of ten years.” And who is to say this afterimage is not equally real?,0.0
"Indigo makes its stain not in the dyeing vat, but after the garment has been removed.",0.0
It is the oxygen of the air that blues it.,0.0
192.,0.0
193.,0.0
194.,0.0
195.,0.0
"Does an album of written thoughts perform a similar displacement, or replacement, of the “original” thoughts themselves?",0.0
196.,0.0
The most I will say is “the fucking.” Why else suppress the details?,0.0
I suppose it is possible that one day we will meet again and it will feel as if nothing ever happened between us.,0.0
"This seems unimaginable, but the fact is that it happens all the time.",0.0
"“No whiteness (lost) is so white as the memory / of whiteness,” wrote Williams.",0.0
198.,0.0
199.,0.0
Often I feel myself to be rocking between them (seasickness).,0.0
200.,0.0
"But really this is but one version of the fragment left behind by Heraclitus, who was justly nicknamed “The Riddler” or “The Obscure.” Other versions: “On those stepping into rivers staying the same other and other waters flow”; “We step and do not step into the same river; we are and we are not”; “You cannot step twice into the same river, for other waters and yet others, go flowing on.” It seems that something is staying the same here, but what?",0.0
201.,0.0
202.,0.0
203.,0.0
"In the years since, I have sometimes found myself wondering if the same principle applies in other realms—if seeing a particularly astonishing shade of blue, for example, or letting a particularly potent person inside you, could alter you irrevocably, just to have seen or felt it.",0.0
How to recover?,0.0
204.,0.0
205.,0.0
"Onto this note he pasted a square of ripped blue paper, which he then meticulously stitched back together.",0.0
"Eventually he got a new snake, a rainbow boa named Buttercup, a rope of incandescence.",0.0
I didn’t live with it long enough to know about what it did.,0.0
206.,0.0
"But “mordant,” too, has a double edge: it derives from mordēre, to bite—so it is not just a fixative or preserver, but also an acid, a corrosive.",0.0
"I may not have known then that “etch” derives from etzen or ezjan—to be eaten—but in the days since, I have come to know the full meaning of the root.",0.0
207.,0.0
I can remember a time when I took Henry James’s advice—“Try to be one of the people on whom nothing is lost!”—deeply to heart.,0.0
I think I was then imagining that the net effect of becoming one of those people would always be one of accretion.,0.0
208.,0.0
"“Alcohol doesn’t console,” she wrote.",0.0
"“Lots of space, nothing holy”: one Zen master’s definition of enlightenment (Bodhidharma).",0.0
210.,0.0
212.,0.0
213.,0.0
"214.—No, not really, or not always.",0.0
"If I am to enforce a rule of “brutal honesty,” perhaps not even often.",0.0
215.,0.0
"Today is the fifth anniversary, the radio says, of the day on which “everything changed.” It says this so often that I turn it off.",0.0
Everything changed.,0.0
Everything changed.,0.0
What did the blade reveal?,0.0
For whom did it come?,0.0
217.,0.0
"Indeed, one would be hard-pressed to come up with a spiritual lesson that demands becoming a quadriparalytic.",0.0
"She is too busy asking, in this changed form, what makes a livable life, and how she can live it.",0.0
218.,0.0
219.,0.0
"Likewise, I can say that seeing it has made me a believer, though I cannot say what, or in what, exactly, I have come to believe.",0.0
220.,0.0
"Imagine someone saying, “Our fundamental situation is joyful.” Now imagine believing it.",0.0
221.,0.0
222.,0.0
"I read that the color of the universe (whatever this might mean—here I gather that it means the result of a survey of the spectrum of light emitted by around 200,000 galaxies) has finally been deduced.",0.0
"The color of the universe, the article says, is “pale turquoise.” Of course, I think, looking out wistfully over the glittering Gulf.",0.0
I knew it all along.,0.0
The heart of the world is blue.,0.0
223.,0.0
"The real color of the universe, this new article says, is light beige.",0.0
224.,0.0
"Recently I found out that “les bluets” can translate as “cornflowers.” You might think I would have known this all along, as I have been calling this book “Bluets” (mispronounced) for years.",0.0
"But somehow I had only ever heard, “a small blue flower with a yellow center that grows abundantly in the countryside of France.” I thought I’d never seen it.",0.0
225.,0.0
They do not need to be bluets any longer.,0.0
I had known them all along.,0.0
226.,0.0
"I thought I had collected enough blue to build a mountain, albeit one of detritus.",0.0
"But it seems to me now as if I have stumbled upon a pile of thin blue gels scattered on the stage long after the show has come and gone; the set, striked.",0.0
227.,0.0
Perhaps this is as it should be.,0.0
"“My life can change, does change,” she asserts—and it has, and does, often in astonishing ways.",0.0
"“So here it is, the paragraph that roundly asserts that I continue to suffer.”

229.",0.0
"I am writing all this down in blue ink, so as to remember that all words, not just some, are written in water.",0.0
230.,0.0
Rushing and verdant.,0.0
"In short, a nightmare.",0.0
"Each day I took long walks in my yellow poncho, looking for blue, for any blue thing.",0.0
I found only tarps (always tarps!),0.0
"pinned over stacks of firewood, a few blue recycling containers kicked over in the streets, a grayish blue mailbox here and there.",0.0
"I came back to my dark chamber each night empty-eyed, empty-handed, as if I had been panning fruitlessly for gold all day in a cold river.",0.0
The most I can say is that I abided it.,0.0
231.,0.0
The most I can say is that this time I learned my lesson.,0.0
232.,0.0
233.,0.0
"That the future is unknowable is, for some, God’s means of suturing us in, or to, the present moment.",0.0
234.,0.0
"For me, it is neither.",0.0
It is simply the way that it is.,0.0
"One can wander about the landscape looking for clues, amassing evidence, but even the highest pile never seems to decide the case.",0.0
235.,0.0
236.,0.0
238.,0.0
239.,0.0
"“Love is not consolation,” she wrote.",0.0
"“It is light.”

240.",0.0
"All right then, let me try to rephrase.",0.0
A friend had been in an accident.,0.0258
"After his vision was restored, he became unexpectedly disconsolate.",0.0258
"Like many self-help books, The Deepest Blue is full of horrifyingly simplistic language and some admittedly good advice.",0.0258
After my friend’s accident I take care of her.,0.0258
"My friend was a genius before her accident, and she remains a genius now.",0.0258
"Perhaps this is why I have turned my gaze so insistently to blue: it does not purport to be me, or anyone else for that matter.",0.0258
"Given the multiple meanings of pharmakon, the answer is, in a sense, a matter of translation.",0.0258
"When I looked up you were escaping on a skiff, suddenly wanted.",0.0516
"How all of these formulations drain the blue right out of love and leave an ugly, pigmentless fish flapping on a cutting board on a kitchen counter.",0.0516
"(Please don’t start protesting here that there are no thoughts outside of language, which is like telling someone that her colored dreams are, in fact, colorless.)",0.0516
"Generally speaking I do not hunt blue things down, nor do I pay for them.",0.0762
"If we want to know what a phosphene is, we don’t mash our fists into our eyes.",0.0772
"Look for yourself, and ask not what has been real and what has been false, but what has been bitter, and what has been sweet.",0.0772
"I want you to know, if you ever read this, there was a time when I would rather have had you by my side than any one of these words; I would rather have had you by my side than all the blue in the world.",0.0772
My Thought has thought itself through and reached a Pure Idea.,0.1027
"It was a smear of the quotidian, a bright blue flake amidst all the dank providence.",0.1027
"I want you to know, I no longer hold you responsible.",0.1027
"I saw that beacon, changeable, alter in clothes and color: now it was wet with moisture, drenched with blood’s flowing, now adorned with treasure.” The question of whether gold counts as a color may here arise, but I am not equipped to tackle it.",0.1027
"At times I think it quite possible that it lies, as if a sleight of hand, at the heart of all my writing.",0.1027
"Besides, it must be admitted that if blue is anything on this earth, it is abundant.",0.1027
"Am I trying, with these “propositions,” to build some kind of bower?—But surely this would be a mistake.",0.128
"After a few months in the hospital, my injured friend is visited by a fellow quadriparalytic as part of an out-reach program.",0.128
But surely this is a mistake.,0.128
"“How clearly I still see it, and yet show no sign of improvement.”

118.",0.128
"Note that here, as elsewhere, seeing clearly seems to take Werther, and us, no further.",0.128
"Now I like to remember the question alone, as it reminds me that my mind is essentially a sieve, that I am mortal.",0.128
"In the dream she was sitting cross-legged, as was I, but she levitated.",0.128
"Near the end, which neither of us quite saw coming, he said he had a surprise for me, and the surprise was another blue tattoo, this one a distorted circle at the base of his neck.",0.128
"“Saint Lucy, you did not hide your light under a basket,” begins one Catholic prayer.",0.1326
"Duras did not think of alcohol as a false god, but rather as a kind of placeholder, a squatter in the space made by God’s absence.",0.1406
"Again: this agnosia is not a form of ignorance, but rather a kind of undoing.",0.1419
The most I want to do is show you the end of my index finger.,0.1513
"If a color could deliver hope, does it follow that it could also bring despair?",0.1531
"When I talk about color and hope, or color and despair, I am not talking about the red of a stoplight, a periwinkle line on the white felt oval of a pregnancy test, or a black sail strung from a ship’s mast.",0.1531
"When I got home and pried off the lid I realized they’d given me the wrong color, or maybe it was the right one, but at home it looked garish—like “death warmed over,” as they say.",0.1531
"The rest of the month was solid gray, drizzling or pouring rain, rendering everything green.",0.1531
"You have to stand there, spade in hand, cold whiskey sweat beaded on your brow, eyes misshapen and wild, some sorry-ass grave digger grown bone-tired of the trade.",0.1531
"Different dream, same period: Out at a house by the shore, a serious landscape.",0.1779
"I have heard that this pain can be converted, as it were, by accepting “the fundamental impermanence of all things.” This acceptance bewilders me: sometimes it seems an act of will; at others, of surrender.",0.184
We cannot read the darkness.,0.1877
"But are you sure—one would like to ask—that it really is mimicry, fumisterie?—Well, don’t ask, but look.",0.1901
"I cannot tell you what it looks like, exactly, but I can say that I have seen it.",0.1901
